Sexo	Grupos y subgrupos principales de la CNO-11	Media y percentiles	Periodo	Total
Mujeres	82 Montadores y ensambladores en fábricas	Percentil 50	2018	-22.652,98
Mujeres	82 Montadores y ensambladores en fábricas	Percentil 75	2018	-27.356,18
Mujeres	82 Montadores y ensambladores en fábricas	Percentil 90	2018	-32.470,23
Mujeres	N Conductores y operadores de maquinaria móvil	Media	2018	-17.992,46
Mujeres	N Conductores y operadores de maquinaria móvil	Percentil 10	2018	-6.897,31
Mujeres	N Conductores y operadores de maquinaria móvil	Percentil 25	2018	-10.968,72
Mujeres	N Conductores y operadores de maquinaria móvil	Percentil 50	2018	-15.498,82
Mujeres	N Conductores y operadores de maquinaria móvil	Percentil 75	2018	-23.110,26
Mujeres	N Conductores y operadores de maquinaria móvil	Percentil 90	2018	-31.807,24
Mujeres	83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros	Media	2018	-23.445,94
Mujeres	83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros	Percentil 10	2018	-10.968,72
Mujeres	83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros	Percentil 25	2018	-16.368
Mujeres	83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros	Percentil 50	2018	-20.840,8
Mujeres	83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros	Percentil 75	2018	-30.518,27
Mujeres	83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros	Percentil 90	2018	-38.126,27
Mujeres	84 Conductores de vehículos para el transporte urbano o por carretera	Media	2018	-16.799,43
Mujeres	84 Conductores de vehículos para el transporte urbano o por carretera	Percentil 10	2018	-6.621,71
Mujeres	84 Conductores de vehículos para el transporte urbano o por carretera	Percentil 25	2018	-10.806,48
Mujeres	84 Conductores de vehículos para el transporte urbano o por carretera	Percentil 50	2018	-14.400,9
Mujeres	84 Conductores de vehículos para el transporte urbano o por carretera	Percentil 75	2018	-21.142,71
Mujeres	84 Conductores de vehículos para el transporte urbano o por carretera	Percentil 90	2018	-30.193,99
Mujeres	O Trabajadores no cualificados en servicios (excepto transportes)	Media	2018	11.716,52
Mujeres	O Trabajadores no cualificados en servicios (excepto transportes)	Percentil 10	2018	3.601,94
Mujeres	O Trabajadores no cualificados en servicios (excepto transportes)	Percentil 25	2018	6.861,72
Mujeres	O Trabajadores no cualificados en servicios (excepto transportes)	Percentil 50	2018	11.295,35
Mujeres	O Trabajadores no cualificados en servicios (excepto transportes)	Percentil 75	2018	16.144,97
Mujeres	O Trabajadores no cualificados en servicios (excepto transportes)	Percentil 90	2018	19.981,81
Mujeres	91 Empleados domésticos	Media	2018	..
Mujeres	91 Empleados domésticos	Percentil 10	2018	..
Mujeres	91 Empleados domésticos	Percentil 25	2018	..
Mujeres	91 Empleados domésticos	Percentil 50	2018	..
Mujeres	91 Empleados domésticos	Percentil 75	2018	..
Mujeres	91 Empleados domésticos	Percentil 90	2018	..
Mujeres	92 Otro personal de limpieza	Media	2018	11.283,11
Mujeres	92 Otro personal de limpieza	Percentil 10	2018	3.200,41
Mujeres	92 Otro personal de limpieza	Percentil 25	2018	6.457,94
Mujeres	92 Otro personal de limpieza	Percentil 50	2018	10.666,46
Mujeres	92 Otro personal de limpieza	Percentil 75	2018	15.753,97
Mujeres	92 Otro personal de limpieza	Percentil 90	2018	19.754,45
Mujeres	93 Ayudantes de preparación de alimentos	Media	2018	12.192,73
Mujeres	93 Ayudantes de preparación de alimentos	Percentil 10	2018	4.387,56
Mujeres	93 Ayudantes de preparación de alimentos	Percentil 25	2018	7.549,48
Mujeres	93 Ayudantes de preparación de alimentos	Percentil 50	2018	12.822,11
Mujeres	93 Ayudantes de preparación de alimentos	Percentil 75	2018	16.262,08
Mujeres	93 Ayudantes de preparación de alimentos	Percentil 90	2018	19.675,92
Mujeres	94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios	Media	2018	17.164,65
Mujeres	94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios	Percentil 10	2018	8.992,29
Mujeres	94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios	Percentil 25	2018	12.079,83
Mujeres	94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios	Percentil 50	2018	17.580,94
Mujeres	94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios	Percentil 75	2018	21.375,28
Mujeres	94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios	Percentil 90	2018	25.055,76
Mujeres	P Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes	Media	2018	15.349,84
Mujeres	P Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes	Percentil 10	2018	7.933,25
Mujeres	P Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes	Percentil 25	2018	11.444,77
Mujeres	P Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes	Percentil 50	2018	14.547,22
Mujeres	P Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes	Percentil 75	2018	18.634,56
Mujeres	P Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes	Percentil 90	2018	23.030,74
Mujeres	95 Peones agrarios, forestales y de la pesca	Media	2018	..
Mujeres	95 Peones agrarios, forestales y de la pesca	Percentil 10	2018	..
Mujeres	95 Peones agrarios, forestales y de la pesca	Percentil 25	2018	..
Mujeres	95 Peones agrarios, forestales y de la pesca	Percentil 50	2018	..
Mujeres	95 Peones agrarios, forestales y de la pesca	Percentil 75	2018	..
Mujeres	95 Peones agrarios, forestales y de la pesca	Percentil 90	2018	..
Mujeres	96 Peones de la construcción y de la minería	Media	2018	..
Mujeres	96 Peones de la construcción y de la minería	Percentil 10	2018	..
Mujeres	96 Peones de la construcción y de la minería	Percentil 25	2018	..
Mujeres	96 Peones de la construcción y de la minería	Percentil 50	2018	..
Mujeres	96 Peones de la construcción y de la minería	Percentil 75	2018	..
Mujeres	96 Peones de la construcción y de la minería	Percentil 90	2018	..
Mujeres	97 Peones de las industrias manufactureras	Media	2018	16.327,62
Mujeres	97 Peones de las industrias manufactureras	Percentil 10	2018	9.998,05
Mujeres	97 Peones de las industrias manufactureras	Percentil 25	2018	12.454,53
Mujeres	97 Peones de las industrias manufactureras	Percentil 50	2018	15.582,8
Mujeres	97 Peones de las industrias manufactureras	Percentil 75	2018	19.358,25
Mujeres	97 Peones de las industrias manufactureras	Percentil 90	2018	23.565,85
Mujeres	98 Peones del transporte, descargadores y reponedores	Media	2018	14.226,39
Mujeres	98 Peones del transporte, descargadores y reponedores	Percentil 10	2018	6.072,7
Mujeres	98 Peones del transporte, descargadores y reponedores	Percentil 25	2018	10.302,72
Mujeres	98 Peones del transporte, descargadores y reponedores	Percentil 50	2018	13.517,14
Mujeres	98 Peones del transporte, descargadores y reponedores	Percentil 75	2018	17.735,62
Mujeres	98 Peones del transporte, descargadores y reponedores	Percentil 90	2018	21.673,42
Mujeres	Q Ocupaciones militares	Media	2018	..
Mujeres	Q Ocupaciones militares	Percentil 10	2018	..
Mujeres	Q Ocupaciones militares	Percentil 25	2018	..
Mujeres	Q Ocupaciones militares	Percentil 50	2018	..
Mujeres	Q Ocupaciones militares	Percentil 75	2018	..
Mujeres	Q Ocupaciones militares	Percentil 90	2018	..
Mujeres	00 Ocupaciones militares	Media	2018	..
Mujeres	00 Ocupaciones militares	Percentil 10	2018	..
Mujeres	00 Ocupaciones militares	Percentil 25	2018	..
Mujeres	00 Ocupaciones militares	Percentil 50	2018	..
Mujeres	00 Ocupaciones militares	Percentil 75	2018	..
Mujeres	00 Ocupaciones militares	Percentil 90	2018	..
Hombres	Todas las ocupaciones	Media	2018	26.738,19
Hombres	Todas las ocupaciones	Percentil 10	2018	11.364,18
Hombres	Todas las ocupaciones	Percentil 25	2018	16.475,96
Hombres	Todas las ocupaciones	Percentil 50	2018	22.241,88
Hombres	Todas las ocupaciones	Percentil 75	2018	32.757,99
Hombres	Todas las ocupaciones	Percentil 90	2018	47.221,3
Hombres	A Directores y gerentes	Media	2018	58.850,23
Hombres	A Directores y gerentes	Percentil 10	2018	19.333,33
Hombres	A Directores y gerentes	Percentil 25	2018	33.146,81
Hombres	A Directores y gerentes	Percentil 50	2018	51.770,82
Hombres	A Directores y gerentes	Percentil 75	2018	71.072,52
Hombres	A Directores y gerentes	Percentil 90	2018	90.643,38
Hombres	11 Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la Administración Pública y organizaciones de interés social; directores ejecutivos	Media	2018	-84.397,45
Hombres	11 Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la Administración Pública y organizaciones de interés social; directores ejecutivos	Percentil 10	2018	-17.461,31
Hombres	11 Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la Administración Pública y organizaciones de interés social; directores ejecutivos	Percentil 25	2018	-30.621,71
Hombres	11 Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la Administración Pública y organizaciones de interés social; directores ejecutivos	Percentil 50	2018	-55.323
Hombres	11 Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la Administración Pública y organizaciones de interés social; directores ejecutivos	Percentil 75	2018	-88.367,24
Hombres	11 Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la Administración Pública y organizaciones de interés social; directores ejecutivos	Percentil 90	2018	-181.022,6
Hombres	12 Directores de departamentos administrativos y comerciales	Media	2018	56.842,4
Hombres	12 Directores de departamentos administrativos y comerciales	Percentil 10	2018	25.999,92
Hombres	12 Directores de departamentos administrativos y comerciales	Percentil 25	2018	36.916,7
Hombres	12 Directores de departamentos administrativos y comerciales	Percentil 50	2018	52.484,71
Hombres	12 Directores de departamentos administrativos y comerciales	Percentil 75	2018	70.000,06
Hombres	12 Directores de departamentos administrativos y comerciales	Percentil 90	2018	88.344,95
Hombres	13 Directores de producción y operaciones	Media	2018	61.419,34
Hombres	13 Directores de producción y operaciones	Percentil 10	2018	23.566,35
Hombres	13 Directores de producción y operaciones	Percentil 25	2018	37.246,7
Hombres	13 Directores de producción y operaciones	Percentil 50	2018	55.263,71
Hombres	13 Directores de producción y operaciones	Percentil 75	2018	73.952,59
Hombres	13 Directores de producción y operaciones	Percentil 90	2018	88.999,92
Hombres	14 Directores y gerentes de empresas de alojamiento, restauración y comercio	Media	2018	-46.515,32
Hombres	14 Directores y gerentes de empresas de alojamiento, restauración y comercio	Percentil 10	2018	-14.580,6
Hombres	14 Directores y gerentes de empresas de alojamiento, restauración y comercio	Percentil 25	2018	-17.156,89
Hombres	14 Directores y gerentes de empresas de alojamiento, restauración y comercio	Percentil 50	2018	-35.942,84
Hombres	14 Directores y gerentes de empresas de alojamiento, restauración y comercio	Percentil 75	2018	-60.507,91
Hombres	14 Directores y gerentes de empresas de alojamiento, restauración y comercio	Percentil 90	2018	-93.119,2
Hombres	15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes	Media	2018	-39.225,5
Hombres	15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes	Percentil 10	2018	-15.847,6
Hombres	15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes	Percentil 25	2018	-15.847,6
Hombres	15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes	Percentil 50	2018	-31.321,63
Hombres	15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes	Percentil 75	2018	-50.091
Hombres	15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes	Percentil 90	2018	-76.246,04
Hombres	B Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza	Media	2018	33.434,02
Hombres	B Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza	Percentil 10	2018	7.395,94
Hombres	B Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza	Percentil 25	2018	18.001,26
Hombres	B Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza	Percentil 50	2018	32.048,24
Hombres	B Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza	Percentil 75	2018	43.309
Hombres	B Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza	Percentil 90	2018	64.122,84
Hombres	21 Profesionales de la salud	Media	2018	46.630,99
Hombres	21 Profesionales de la salud	Percentil 10	2018	18.631,67
Hombres	21 Profesionales de la salud	Percentil 25	2018	29.747,19
Hombres	21 Profesionales de la salud	Percentil 50	2018	44.446,27
Hombres	21 Profesionales de la salud	Percentil 75	2018	63.650,25
Hombres	21 Profesionales de la salud	Percentil 90	2018	77.451,31
Hombres	22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria	Media	2018	27.066,54
Hombres	22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria	Percentil 10	2018	6.779,1
Hombres	22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria	Percentil 25	2018	14.458,14
Hombres	22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria	Percentil 50	2018	30.127,18
Hombres	22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria	Percentil 75	2018	35.416,88
Hombres	22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria	Percentil 90	2018	42.369,48
Hombres	23 Otros profesionales de la enseñanza	Media	2018	-15.996,27
Hombres	23 Otros profesionales de la enseñanza	Percentil 10	2018	-3.012,75
Hombres	23 Otros profesionales de la enseñanza	Percentil 25	2018	-5.148,37
Hombres	23 Otros profesionales de la enseñanza	Percentil 50	2018	-12.431,2
Hombres	23 Otros profesionales de la enseñanza	Percentil 75	2018	-23.407,94
Hombres	23 Otros profesionales de la enseñanza	Percentil 90	2018	-34.303,15
Hombres	C Otros técnicos y profesionales científicos e intelectuales	Media	2018	41.408,09
Hombres	C Otros técnicos y profesionales científicos e intelectuales	Percentil 10	2018	18.999,96
Hombres	C Otros técnicos y profesionales científicos e intelectuales	Percentil 25	2018	26.829,38
Hombres	C Otros técnicos y profesionales científicos e intelectuales	Percentil 50	2018	37.804,79
Hombres	C Otros técnicos y profesionales científicos e intelectuales	Percentil 75	2018	52.865,84
Hombres	C Otros técnicos y profesionales científicos e intelectuales	Percentil 90	2018	68.056,49
Hombres	24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías	Media	2018	40.764,29
Hombres	24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías	Percentil 10	2018	19.474,44
Hombres	24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías	Percentil 25	2018	27.019,29
Hombres	24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías	Percentil 50	2018	36.844,28
Hombres	24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías	Percentil 75	2018	51.522,97
Hombres	24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías	Percentil 90	2018	67.767,39
Hombres	25 Profesionales en derecho	Media	2018	-43.359,78
Hombres	25 Profesionales en derecho	Percentil 10	2018	-16.005,4
Hombres	25 Profesionales en derecho	Percentil 25	2018	-24.711,93
Hombres	25 Profesionales en derecho	Percentil 50	2018	-41.133,93
Hombres	25 Profesionales en derecho	Percentil 75	2018	-57.770,14
Hombres	25 Profesionales en derecho	Percentil 90	2018	-75.966,72
Hombres	26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización	Media	2018	44.931,18
Hombres	26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización	Percentil 10	2018	21.054,48
Hombres	26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización	Percentil 25	2018	29.446,58
Hombres	26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización	Percentil 50	2018	42.210,35
Hombres	26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización	Percentil 75	2018	56.176,25
Hombres	26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización	Percentil 90	2018	72.046,35
Hombres	27 Profesionales de las tecnologías de la información	Media	2018	40.296,81
Hombres	27 Profesionales de las tecnologías de la información	Percentil 10	2018	20.054,11
Hombres	27 Profesionales de las tecnologías de la información	Percentil 25	2018	27.820,18
Hombres	27 Profesionales de las tecnologías de la información	Percentil 50	2018	37.298,14
Hombres	27 Profesionales de las tecnologías de la información	Percentil 75	2018	50.447,9
Hombres	27 Profesionales de las tecnologías de la información	Percentil 90	2018	63.137,47
Hombres	28 Profesionales en ciencias sociales	Media	2018	-29.064,63
Hombres	28 Profesionales en ciencias sociales	Percentil 10	2018	-16.240,98
Hombres	28 Profesionales en ciencias sociales	Percentil 25	2018	-20.017,18
Hombres	28 Profesionales en ciencias sociales	Percentil 50	2018	-24.968,15
Hombres	28 Profesionales en ciencias sociales	Percentil 75	2018	-34.639,19
Hombres	28 Profesionales en ciencias sociales	Percentil 90	2018	-48.368,63
Hombres	29 Profesionales de la cultura y el espectáculo	Media	2018	33.453,56
Hombres	29 Profesionales de la cultura y el espectáculo	Percentil 10	2018	12.023,64
Hombres	29 Profesionales de la cultura y el espectáculo	Percentil 25	2018	18.930,3
Hombres	29 Profesionales de la cultura y el espectáculo	Percentil 50	2018	29.391,38
Hombres	29 Profesionales de la cultura y el espectáculo	Percentil 75	2018	46.609,56
Hombres	29 Profesionales de la cultura y el espectáculo	Percentil 90	2018	60.083,47
Hombres	D Técnicos; profesionales de apoyo	Media	2018	31.979,93
Hombres	D Técnicos; profesionales de apoyo	Percentil 10	2018	12.984,76
Hombres	D Técnicos; profesionales de apoyo	Percentil 25	2018	19.710,04
Hombres	D Técnicos; profesionales de apoyo	Percentil 50	2018	28.803,37
Hombres	D Técnicos; profesionales de apoyo	Percentil 75	2018	40.644,16
Hombres	D Técnicos; profesionales de apoyo	Percentil 90	2018	55.500
Hombres	31 Técnicos de las ciencias y de las ingenierías	Media	2018	33.518,44
Hombres	31 Técnicos de las ciencias y de las ingenierías	Percentil 10	2018	17.459,67
Hombres	31 Técnicos de las ciencias y de las ingenierías	Percentil 25	2018	22.359,7
Hombres	31 Técnicos de las ciencias y de las ingenierías	Percentil 50	2018	29.895,52
Hombres	31 Técnicos de las ciencias y de las ingenierías	Percentil 75	2018	41.000,06
Hombres	31 Técnicos de las ciencias y de las ingenierías	Percentil 90	2018	55.383,1
Hombres	32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción	Media	2018	38.804,68
Hombres	32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción	Percentil 10	2018	20.635,99
Hombres	32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción	Percentil 25	2018	27.528,21
Hombres	32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción	Percentil 50	2018	35.652,69
Hombres	32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción	Percentil 75	2018	47.115,9
Hombres	32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción	Percentil 90	2018	61.851,97
Hombres	33 Técnicos sanitarios y profesionales de las terapias alternativas	Media	2018	27.103,94
Hombres	33 Técnicos sanitarios y profesionales de las terapias alternativas	Percentil 10	2018	13.928,52
Hombres	33 Técnicos sanitarios y profesionales de las terapias alternativas	Percentil 25	2018	18.058,36
Hombres	33 Técnicos sanitarios y profesionales de las terapias alternativas	Percentil 50	2018	25.099,48
Hombres	33 Técnicos sanitarios y profesionales de las terapias alternativas	Percentil 75	2018	33.268,69
Hombres	33 Técnicos sanitarios y profesionales de las terapias alternativas	Percentil 90	2018	40.667,8
Hombres	34 Profesionales de apoyo en finanzas y matemáticas	Media	2018	47.103,11
Hombres	34 Profesionales de apoyo en finanzas y matemáticas	Percentil 10	2018	24.034,38
Hombres	34 Profesionales de apoyo en finanzas y matemáticas	Percentil 25	2018	34.706,32
Hombres	34 Profesionales de apoyo en finanzas y matemáticas	Percentil 50	2018	45.464,48
Hombres	34 Profesionales de apoyo en finanzas y matemáticas	Percentil 75	2018	58.784,19
Hombres	34 Profesionales de apoyo en finanzas y matemáticas	Percentil 90	2018	70.387,28
Hombres	35 Representantes, agentes comerciales y afines	Media	2018	35.694,1
Hombres	35 Representantes, agentes comerciales y afines	Percentil 10	2018	14.905,01
Hombres	35 Representantes, agentes comerciales y afines	Percentil 25	2018	20.673,48
Hombres	35 Representantes, agentes comerciales y afines	Percentil 50	2018	30.942,8
Hombres	35 Representantes, agentes comerciales y afines	Percentil 75	2018	47.679,28
Hombres	35 Representantes, agentes comerciales y afines	Percentil 90	2018	63.322,23
Hombres	36 Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de seguridad	Media	2018	32.624,82
Hombres	36 Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de seguridad	Percentil 10	2018	17.220,88
Hombres	36 Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de seguridad	Percentil 25	2018	22.222,68
Hombres	36 Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de seguridad	Percentil 50	2018	30.298,38
Hombres	36 Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de seguridad	Percentil 75	2018	39.259,06
Hombres	36 Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de seguridad	Percentil 90	2018	51.289,04
Hombres	37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines	Media	2018	18.303,63
Hombres	37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines	Percentil 10	2018	3.069,86
Hombres	37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines	Percentil 25	2018	7.820,62
Hombres	37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines	Percentil 50	2018	15.016,65
Hombres	37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines	Percentil 75	2018	24.166,92
Hombres	37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines	Percentil 90	2018	32.922,25
Hombres	38 Técnicos de las tecnologías de la información y las comunicaciones (TIC)	Media	2018	28.852,55
Hombres	38 Técnicos de las tecnologías de la información y las comunicaciones (TIC)	Percentil 10	2018	13.515,86
Hombres	38 Técnicos de las tecnologías de la información y las comunicaciones (TIC)	Percentil 25	2018	18.497,98
Hombres	38 Técnicos de las tecnologías de la información y las comunicaciones (TIC)	Percentil 50	2018	26.531,35
Hombres	38 Técnicos de las tecnologías de la información y las comunicaciones (TIC)	Percentil 75	2018	36.885,15
Hombres	38 Técnicos de las tecnologías de la información y las comunicaciones (TIC)	Percentil 90	2018	46.887,02
Hombres	E Empleados de oficina que no atienden al público	Media	2018	27.420,25
Hombres	E Empleados de oficina que no atienden al público	Percentil 10	2018	13.090,21
Hombres	E Empleados de oficina que no atienden al público	Percentil 25	2018	18.546,4
Hombres	E Empleados de oficina que no atienden al público	Percentil 50	2018	24.298,51
Hombres	E Empleados de oficina que no atienden al público	Percentil 75	2018	33.807,59
Hombres	E Empleados de oficina que no atienden al público	Percentil 90	2018	46.546,8
Hombres	41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte	Media	2018	29.678,25
Hombres	41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte	Percentil 10	2018	14.400
Hombres	41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte	Percentil 25	2018	19.971,18
Hombres	41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte	Percentil 50	2018	25.949,38
Hombres	41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte	Percentil 75	2018	36.919,72
Hombres	41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte	Percentil 90	2018	50.498,71
Hombres	42 Empleados de bibliotecas, servicios de correos y afines	Media	2018	21.776,21
Hombres	42 Empleados de bibliotecas, servicios de correos y afines	Percentil 10	2018	7.996,49
Hombres	42 Empleados de bibliotecas, servicios de correos y afines	Percentil 25	2018	18.968,5
Hombres	42 Empleados de bibliotecas, servicios de correos y afines	Percentil 50	2018	21.410,3
Hombres	42 Empleados de bibliotecas, servicios de correos y afines	Percentil 75	2018	24.734,67
Hombres	42 Empleados de bibliotecas, servicios de correos y afines	Percentil 90	2018	34.049,83
Hombres	43 Otros empleados administrativos sin tareas de atención al público	Media	2018	22.907,12
Hombres	43 Otros empleados administrativos sin tareas de atención al público	Percentil 10	2018	10.522,22
Hombres	43 Otros empleados administrativos sin tareas de atención al público	Percentil 25	2018	15.400,08
Hombres	43 Otros empleados administrativos sin tareas de atención al público	Percentil 50	2018	21.393,58
Hombres	43 Otros empleados administrativos sin tareas de atención al público	Percentil 75	2018	27.331,34
Hombres	43 Otros empleados administrativos sin tareas de atención al público	Percentil 90	2018	37.142,24
Hombres	F Empleados de oficina que atienden al público	Media	2018	22.149,69
Hombres	F Empleados de oficina que atienden al público	Percentil 10	2018	10.561,35
Hombres	F Empleados de oficina que atienden al público	Percentil 25	2018	14.948,04
Hombres	F Empleados de oficina que atienden al público	Percentil 50	2018	20.283,54
Hombres	F Empleados de oficina que atienden al público	Percentil 75	2018	26.914,68
Hombres	F Empleados de oficina que atienden al público	Percentil 90	2018	35.488,33
Hombres	44 Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)	Media	2018	22.071,73
Hombres	44 Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)	Percentil 10	2018	10.118,28
Hombres	44 Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)	Percentil 25	2018	14.522,05
Hombres	44 Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)	Percentil 50	2018	20.031,81
Hombres	44 Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)	Percentil 75	2018	26.674
Hombres	44 Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)	Percentil 90	2018	36.547,91
Hombres	45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes	Media	2018	22.224,35
Hombres	45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes	Percentil 10	2018	11.410,87
Hombres	45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes	Percentil 25	2018	15.484,69
Hombres	45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes	Percentil 50	2018	20.481,48
Hombres	45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes	Percentil 75	2018	27.165,84
Hombres	45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes	Percentil 90	2018	35.301,25
Hombres	G Trabajadores de los servicios de restauración y comercio	Media	2018	17.962,51
Hombres	G Trabajadores de los servicios de restauración y comercio	Percentil 10	2018	7.663,37
Hombres	G Trabajadores de los servicios de restauración y comercio	Percentil 25	2018	12.790,53
Hombres	G Trabajadores de los servicios de restauración y comercio	Percentil 50	2018	16.514,05
Hombres	G Trabajadores de los servicios de restauración y comercio	Percentil 75	2018	21.102,1
Hombres	G Trabajadores de los servicios de restauración y comercio	Percentil 90	2018	27.277,8
Hombres	50 Camareros y cocineros propietarios	Media	2018	..
Hombres	50 Camareros y cocineros propietarios	Percentil 10	2018	..
Hombres	50 Camareros y cocineros propietarios	Percentil 25	2018	..
Hombres	50 Camareros y cocineros propietarios	Percentil 50	2018	..
Hombres	50 Camareros y cocineros propietarios	Percentil 75	2018	..
Hombres	50 Camareros y cocineros propietarios	Percentil 90	2018	..
Hombres	51 Trabajadores asalariados de los servicios de restauración	Media	2018	15.155,48
Hombres	51 Trabajadores asalariados de los servicios de restauración	Percentil 10	2018	5.395,47
Hombres	51 Trabajadores asalariados de los servicios de restauración	Percentil 25	2018	10.446,3
