Tipo de jornada	Ocupación	Decil	Periodo	Total
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Total	2021	810,3
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Total	2020	741,4
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Total	2019	838,3
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Total	2018	800,8
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Total	2017	719,8
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Total	2016	741,2
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Total	2015	839,7
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Total	2014	718
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Total	2013	537
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Total	2012	590,9
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Total	2011	741,7
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2024	624
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2023	792,2
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2022	583,2
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2021	718,5
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2020	529,5
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2019	390,9
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2018	489,2
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2017	558,8
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2016	599,1
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2015	432,9
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2014	497,8
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2013	498,9
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2012	535,9
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	1	2011	484,4
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2024	1.246,1
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2023	1.053
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2022	1.086,5
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2021	1.022,3
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2020	911,9
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2019	916,4
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2018	893,8
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2017	878,3
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2016	842,2
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2015	764,1
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2014	790,7
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2013	734,1
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2012	757,3
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	2	2011	892,7
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2024	1.510,5
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2023	1.399,9
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2022	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2021	1.264,5
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2020	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2019	1.174,7
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2018	1.129,7
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2017	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2016	1.077,9
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2015	1.041,2
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2014	985,2
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2013	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2012	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	3	2011	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2024	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2023	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2022	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2021	1.400,1
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2020	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2019	1.503
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2018	1.343,3
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2017	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2016	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2015	1.253,2
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2014	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2013	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2012	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	4	2011	1.305,4
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2024	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2023	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2022	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2021	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2020	1.589,4
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2019	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2018	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2017	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2016	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2015	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2014	1.441,6
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2013	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2012	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	5	2011	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2024	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2023	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2022	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2021	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2020	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2019	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2018	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2017	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2016	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2015	1.672,9
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2014	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2013	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2012	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	6	2011	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2024	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2023	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2022	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2021	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2020	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2019	1.981,3
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2018	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2017	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2016	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2015	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2014	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2013	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2012	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	7	2011	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2024	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2023	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2022	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2021	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2020	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2019	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2018	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2017	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2016	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2015	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2014	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2013	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2012	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	8	2011	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2024	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2023	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2022	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2021	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2020	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2019	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2018	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2017	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2016	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2015	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2014	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2013	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2012	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	9	2011	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2024	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2023	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2022	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2021	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2020	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2019	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2018	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2017	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2016	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2015	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2014	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2013	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2012	..
Jornada a tiempo parcial	6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	10	2011	..
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2024	912,8
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2023	1.019,1
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2022	949,6
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2021	922,8
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2020	827,1
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2019	915
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2018	745,3
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2017	745,6
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2016	696,6
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2015	719
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2014	787,3
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2013	659,2
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2012	702,1
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Total	2011	726,5
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2024	720
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2023	771,2
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2022	674,8
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2021	623,8
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2020	656,6
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2019	652,1
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2018	571,9
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2017	537,5
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2016	548,6
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2015	504,2
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2014	487
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2013	429,5
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2012	476,7
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	1	2011	535,1
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2024	1.236,9
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2023	1.114,4
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2022	1.054,7
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2021	1.000
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2020	952,6
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2019	946,9
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2018	859,3
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2017	848
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2016	825,9
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2015	775,5
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2014	788,9
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2013	783
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2012	778,6
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	2	2011	876,4
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2024	1.496,1
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2023	1.416,9
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2022	1.331,6
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2021	1.263,5
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2020	1.237,3
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2019	1.222,1
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2018	1.108,3
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2017	1.103,4
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2016	1.099,6
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2015	1.074,6
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2014	1.059,8
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2013	1.055,3
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2012	1.124,5
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	3	2011	1.102,4
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2024	1.757,1
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2023	1.622,9
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2022	1.552,9
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2021	1.464,9
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2020	1.345,2
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2019	1.410,1
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2018	1.282,7
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2017	1.308,1
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2016	..
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2015	1.270,4
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2014	1.361,1
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2013	1.298,7
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2012	1.349,6
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	4	2011	1.317,1
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	5	2024	1.924
Jornada a tiempo parcial	7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	5	2023	..
